name,price,product availability,product description,product service rating,number of reviews
"Процессор Intel Core i9-10900KF BOX [LGA 1200, 10 x 3.7 ГГц, L2 - 2.5 МБ, L3 - 20 МБ, 2хDDR4-2933 МГц, TDP 125 Вт]","34 999 ₽","В магазинах: завтра c (12:00)","Процессор Intel Core i9-10900KF BOX благодаря своим возможностям станет отличным выбором для игровых систем и рабочих станций высокого класса. Данная модель основана на архитектуре Comet Lake-S, относится к 10-му поколению и выполнена по техпроцессу 14 нм. Благодаря этому производителю удалось увеличить производительность и снабдить модель 10 физическими ядрами и 20 виртуальными потоками. Рабочие частоты процессора могут варьироваться от 3.7 до 5.3 ГГц, что вкупе с большим кэшем и возможностью разгона обеспечивает выдающуюся вычислительную мощность для эффективного решения даже самых сложных задач. Помимо этого модель отличается поддержкой до 128 ГБ оперативной памяти типа DDR4, что позволит создать бескомпромиссную систему.  Процессор Intel Core i9-10900KF BOX устанавливается на материнские платы при помощи сокета LGA 1200. При своей производительности модель имеет тепловыделение 125 Вт. Максимальная температура может достигать 100°C. Комплект поставки включает в себя небольшой вентилятор.","98,64%","151"
"Процессор AMD Athlon 3000G OEM [AM4, 2 x 3.5 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт]","5 499 ₽","Товара нет в наличии","Процессор AMD Athlon 3000G OEM отличается высокой производительностью и станет отличным выбором для домашних и офисных систем. Данная модель использует в своей основе архитектуру Raven Ridge и выполнена по техпроцессу 14 нм. Для установки на материнские платы используется сокет AM4.  Процессор AMD Athlon 3000G OEM работает на базе 2 ядер и 4 потоков. Рабочая частота чипа составляет 3500 МГц, что вкупе со свободным множителем позволит достичь максимальной производительности и быстродействия. В качестве интегрированной графики используется Radeon Vega 3, благодаря которой вы сможете запускать различные игры на средних и высоких настройках, а также работать с фото и видео. Максимальный объем оперативной памяти типа DDR4 может достигать 64 ГБ с частотой до 2667 МГц.  Процессор AMD Athlon 3000G OEM имеет тепловыделение 35 Вт. При этом максимальная рабочая температура может составлять 95°C. Данная модель поставляется без вентилятора, что открывает широкие возможности для выбора эффективной системы охлаждения.","99,30%","634"
"Процессор Intel Core i9-10900KF OEM [LGA 1200, 10 x 3.7 ГГц, L2 - 2.5 МБ, L3 - 20 МБ, 2хDDR4-2933 МГц, TDP 125 Вт]","33 999 ₽","В магазинах: завтра c (12:00)","Имеющий свободный множитель 10-ядерный процессор Intel Core i9-10900KF OEM отличается очень высокой максимальной частотой в турборежиме: величина этого показателя составляет 5300 МГц. Базовая частота устройства – 3700 МГц. Модель, располагающая 20 МБ кеша L3, обладает высокой эффективностью при решении разнотипных задач. Процессор оптимален для работы в составе мощных игровых систем или профессиональных ПК экстра-класса.  Процессор Intel Core i9-10900KF OEM характеризуется TDP 125 Вт. Этот показатель нужно учесть при выборе системы охлаждения. В комплект кулер не входит.","98,98%","151"
"Процессор Intel Core i5-10400F BOX [LGA 1200, 6 x 2.9 ГГц, L2 - 1.5 МБ, L3 - 12 МБ, 2хDDR4-2666 МГц, TDP 65 Вт, кулер]","9 999 ₽","Товара нет в наличии","6-ядерный процессор Intel Core i5-10400F BOX – коробочная версия популярнейшего процессора для стационарных компьютеров. Устройство сочетает в себе высокий уровень производительности и безупречную стабильность работы в любых режимах. Модель отличается низким уровнем энергопотребления. Показатель TDP процессора – 65 Вт. Максимальная температура устройства – 100 °C.  Базовая частота процессора Intel Core i5-10400F BOX составляет 2900 МГц. Пиковая частота в турборежиме значительно выше – 4300 МГц. Заметную роль в достижении высокого уровня производительности устройства играет значительный (12 МБ) объем кеша L3. Объем кеша L2 равен 1.5 МБ.  Графическое ядро конструкцией модели не предусмотрено. В комплекте – исключительно компактный и сравнительно малошумный кулер. Коробка синего цвета, в которую упакован процессор, имеет типичный для продукции Intel дизайн.","99,37%","3.5k"
"Процессор Intel Core i5-11600KF OEM [LGA 1200, 6 x 3.9 ГГц, L2 - 3 МБ, L3 - 12 МБ, 2хDDR4-3200 МГц, TDP 125 Вт]","17 999 ₽","Товара нет в наличии","Процессор Intel Core i5-11600KF OEM выполнен на базе архитектуры Rocket Lake-S, использует техпроцесс 14 нм и отличается высокой производительностью и эффективностью, что позволит с легкостью выполнять любые задачи. Благодаря этому данная модель может стать отличным выбором для игровых систем и мощных рабочих станций.  За производительность Intel Core i5-11600KF OEM отвечает 6 ядер и 12 потоков, которые могут работать в широком диапазоне частот с возможностью дополнительного разгона за счет свободного множителя. Благодаря этому, а также большому кэшу разных уровней процессор может обеспечить высокое быстродействие в самых разных условиях. Графический чип в модели отсутствует, что снижает нагрузку на модуль и позволяет использовать любые дискретные видеокарты. Другой особенностью является поддержка до 128 ГБ оперативной памяти, что позволит создать бескомпромиссное решение для работы и развлечений.  Тепловыделение процессора не превышает 125 Вт. Для установки используется сокет LGA 1200. Модель поставляется без системы охлаждения, что позволяет использовать воздушные или водяные модули на выбор пользователя.","98,74%","515"
"Процессор Intel Core i7-12700K OEM [LGA 1700, 8P x 3.6 ГГц, 4E x 2.7 ГГц, L2 - 12 МБ, L3 - 25 МБ, 2хDDR4, DDR5-4800 МГц, Intel UHD Graphics 770, TDP 190 Вт]","30 999 ₽","Товара нет в наличии","Процессор Intel Core i7-12700K выполнен на базе архитектуры Alder Lake-S, использует техпроцесс 10 нм и отличается высокой производительностью и эффективностью, что позволит с легкостью выполнять любые задачи. Благодаря этому данная модель может стать отличным выбором для игровых систем и мощных рабочих станций.  За производительность Intel Core i7-12700K отвечает 8 производительных, 4 энергоэффективных ядер и 20 потоков, которые могут работать в широком диапазоне частот с возможностью дополнительного разгона за счет свободного множителя. Благодаря этому, а также большому кэшу разных уровней процессор может обеспечить высокое быстродействие в самых разных условиях. Другой особенностью является поддержка до 128 ГБ оперативной памяти, что позволит создать бескомпромиссное решение для работы и развлечений. Процессор использует сокет LGA 1700 и свежий чипсет 600 серии.","98,97%","588"
"Процессор Intel Core i5-10400F OEM [LGA 1200, 6 x 2.9 ГГц, L2 - 1.5 МБ, L3 - 12 МБ, 2хDDR4-2666 МГц, TDP 65 Вт]","9 499 ₽","Товара нет в наличии","Соответствующий 10-му поколению 6-ядерный процессор Intel Core i5-10400F OEM станет отличным выбором для пользователей, которые хотят собрать системный блок высокого уровня. Вычислительные способности устройства позволяют решать серьезные задачи. Процессор способен проявить свою эффективность в составе игрового ПК или производительной рабочей станции. При этом вам не потребуется приобретать громоздкий кулер: TDP процессора составляет лишь 65 Вт.  Процессор Intel Core i5-10400F OEM монтируется в сокет LGA 1200. Базовая частота устройства равна 2900 МГц. Максимальная частота в турборежиме значительно выше – 4300 МГц. Высокий уровень производительности процессора помогает обеспечить 12-мегабайтная кеш-память 3-го уровня. Объем кеш-памяти L2 равен 1.5 МБ.  Совместимая с процессором память – DDR4. Объем памяти может достигать 128 ГБ. Графическое ядро отсутствует.","99,40%","579"
"Процессор Intel Core i9-12900F BOX [LGA 1700, 8P x 2.4 ГГц, 8E x 1.8 ГГц, L2 - 14 МБ, L3 - 30 МБ, 2хDDR4, DDR5-4800 МГц, TDP 202 Вт, кулер]","36 799 ₽","Товара нет в наличии","Процессор Intel Core i9-12900F BOX – CPU экстра-класса, принадлежащий к 12-му поколению. Модель станет отличным выбором для пользователей, желающих собрать компьютер экстра-класса, в том числе – преимущественно используемый для игр. Процессор располагает 8 производительными и 8 энергоэффективыми ядрами. Интегрированное графическое ядро отсутствует. Максимальная частота процессора в турборежиме более чем вдвое превышает базовую частоту (5.1 против 2.4 ГГц). Устройство совместимо с накопителями Intel Optane. Высочайшую производительность процессора помогает гарантировать значительный объем кеш-памяти. Объем кеша 2-го уровня равен 14 МБ, а 3-го – 30 МБ.  Процессор Intel Core i9-12900F BOX совместим с памятью DDR4 и DDR5. Максимально допустимый объем ОЗУ составляет 128 ГБ. TDP процессора – 202 Вт. Входящий в комплектацию устройства кулер с легкостью справляется с отводом тепла при любых режимах работы компьютера. Штатная система охлаждения сочетает в себе компактность и малошумность. Максимально допустимая температура процессора составляет 100 °C.","98,30%","59"
"Процессор Intel Core i7-12700F BOX [LGA 1700, 8P x 2.1 ГГц, 4E x 1.6 ГГц, L2 - 12 МБ, L3 - 25 МБ, 2хDDR4, DDR5-4800 МГц, TDP 180 Вт, кулер]","27 999 ₽","Товара нет в наличии","Принадлежащий к 12-му поколению процессор Intel Core i7-12700F BOX подходит для исполнения роли главного вычислительного устройства высокопроизводительного универсального компьютера или мощного игрового ПК. Модель рассчитана на установку в сокет LGA 1700. Процессор имеет 12 ядер (8 производительных и 4 энергоэффективных). Базовая частота устройства составляет 2.1 ГГц, а максимальная частота в режиме «турбо» – 4.9 ГГц. Высокую эффективность процессора при решении любых задач помогает обеспечивать существенный объем кеш-памяти (12 и 25 МБ для кеша L2 и кеша L3 соответственно).  Процессор Intel Core i7-12700F BOX совместим с памятью DDR4 и DDR5. Максимально допустимый объем ОЗУ равен 128 ГБ. Предельная частота оперативной памяти – 4800 МГц (для DDR5). Встроенный контроллер PCI Express, располагающий 20 линиями, позволяет реализовать потенциал нескольких производительных устройств, использующих шину PCI-E. Важной для многих пользователей особенностью модели является поддержка накопителей Intel Optane. Преимущество комплектации процессора – наличие кулера. TDP устройства – 180 Вт.","99,72%","153"
"Процессор Intel Core i5-11600 OEM [LGA 1200, 6 x 2.8 ГГц, L2 - 3 МБ, L3 - 12 МБ, 2хDDR4-3200 МГц, Intel UHD Graphics 750, TDP 65 Вт]","18 399 ₽","Товара нет в наличии","Процессор Intel Core i5-11600 OEM отличается сбалансированными характеристиками и способен обеспечить высокий вычислительный потенциал. На его основе можно собрать производительный компьютер для решения профессиональных задач или запуска требовательных компьютерных игр. В конструкции данного процессора предусмотрены 6 вычислительных ядер и 12 потоков обработки информации. Тактовая частота в номинальном режиме составляет 2.8 ГГц и способна повышаться в режиме вычислительного разгона до значения 4.8 ГГц. Из других особенностей Intel Core i5-11600 отмечаются поддержка не более 128 ГБ оперативной памяти, встроенный графический адаптер и тепловыделение в пределах 65 Вт.","99,06%","446"
"Процессор AMD Athlon PRO 300GE OEM [AM4, 2 x 3.4 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт]","5 399 ₽","В магазинах: послезавтра","Процессор начального уровня, который создавала компания AMD, для пользователей, которые ценят высокую скорость реагирования и встроенную видеокарту Radeon Vega 3 с передовой архитектурой процессора, которая нужна, чтобы воспользоваться преимуществами апгрейда графических карт.  Бесперебойный серфинг в Интернете, трансляции потокового видео без зависания изображения и воспроизведение в высоком разрешении 720p самых популярных игр для энтузиастов киберспорта.","100%","3"
"Процессор Intel Core i7-12700 BOX [LGA 1700, 8P x 2.1 ГГц, 4E x 1.6 ГГц, L2 - 12 МБ, L3 - 25 МБ, 2хDDR4, DDR5-4800 МГц, Intel UHD Graphics 770, TDP 180 Вт, кулер]","25 999 ₽","Товара нет в наличии","Процессор Intel Core i7-12700 выполнен на базе архитектуры Alder Lake-S, использует техпроцесс 10 нм и отличается высокой производительностью и эффективностью, что позволит с легкостью выполнять любые задачи. Благодаря этому данная модель может стать отличным выбором для игровых систем и мощных рабочих станций.  За производительность Intel Core i7-12700 отвечает 8 производительных, 4 энергоэффективных ядер и 20 потоков, которые могут работать в широком диапазоне частот. Благодаря этому, а также большому кэшу разных уровней процессор может обеспечить высокое быстродействие в самых разных условиях. Другой особенностью является поддержка до 128 ГБ оперативной памяти, что позволит создать бескомпромиссное решение для работы и развлечений. Процессор использует сокет LGA 1700 и свежий чипсет 600 серии.","99,64%","175"
"Процессор Intel Core i7-10700K BOX [LGA 1200, 8 x 3.8 ГГц, L2 - 2 МБ, L3 - 16 МБ, 2хDDR4-2933 МГц, Intel UHD Graphics 630, TDP 125 Вт]","26 999 ₽","В магазинах: 20 февраля (ПН)","Процессор Intel Core i7-10700K BOX обеспечит эффективную работу игрового или рабочего компьютера. 8-ядерная и 16-поточная архитектура Comet Lake с кэшем 3 уровня (L3) предусматривает высокий уровень производительности всей системы. А способность процессора поддерживать 128 ГБ оперативной памяти создает отличные условия для быстродействия в требовательных играх. Свободный множитель позволит процессору «разгоняться» до 5.1 ГГц. Для подключения к процессору нужных блоков используется контроллер PCI-E 3.0 с пропускной способностью 8 GT/s.  В конструкции процессора Intel Core i7-10700K BOX имеется графическое ядро Intel UHD Graphics 630, благодаря которому можно подключить довольно мощную видеокарту. Поддержка процессором 64-битного набора команд (EM64T) и технологии виртуализации значительно расширяет его возможности в области онлайн-игр и программирования. А технология энергосбережения Enhanced SpeedStep сокращает потери электроэнергии, регулируя работу всех компонентов процессора в зависимости от нагрузки. Благодаря этому снижается мощность потребления электричества и тепловыделения.","98,71%","535"
"Процессор AMD Ryzen 9 3950X OEM [AM4, 16 x 3.5 ГГц, L2 - 8 МБ, L3 - 64 МБ, 2хDDR4-3200 МГц, TDP 105 Вт]","31 299 ₽","Товара нет в наличии","Процессор AMD Ryzen 9 3950X OEM может стать отличным выбором для игровых и рабочих станций. Отличительной особенностью модели является архитектура Matisse и техпроцесс 7 нм, что позволило производителю разместить на кристалле больше транзисторов и обеспечить высокую производительность. Для установки на материнские платы используется сокет AM4.  Процессор AMD Ryzen 9 3950X OEM использует в своей основе 16 ядер и 32 виртуальных потока. Рабочая частота может варьироваться от 3500 до 4700 МГц, что вкупе со свободным множителем позволяет достичь максимальной производительности. Модель поддерживает оперативную память типа DDR4, ее максимальный объем может достигать 128 ГБ. Отличительной особенностью также является поддержка различных инструкций и команд, есть технология виртуализации. Встроенный контроллер PCI-E соответствует версии 4.0, что обеспечит скоростное подключение различных устройств.  Процессор AMD Ryzen 9 3950X OEM при своей мощности обладает тепловыделением, которое соответствует 105 Вт. Температура при нагрузке может достигать 85 °C. Модель поставляется без вентилятора, благодаря чему вы сможете сами выбрать наиболее эффективную систему охлаждения.","97,96%","91"
"Процессор Intel Core i3-12100 BOX [LGA 1700, 4 x 3.3 ГГц, L2 - 5 МБ, L3 - 12 МБ, 2хDDR4, DDR5-4800 МГц, Intel UHD Graphics 730, TDP 89 Вт, кулер]","10 399 ₽","Товара нет в наличии","Процессор Intel Core i3-12100 – чип со сбалансированной производительностью. Можно использовать его для создания различных сборок. При изготовлении применялся технологический процесс 10 нм. Он позволяет добиться небольшого потребления энергии и тепловыделения. Процессор выполнен с применением архитектуры Alder Lake. Она позволила поднять производительность в сравнении с чипами прошлого поколения. Используется четыре ядра и восемь потоков для обработки информации.","99,82%","280"
"Процессор AMD FX-4300 BOX [AM3+, 4 x 3.8 ГГц, L2 - 4 МБ, L3 - 4 МБ, 2хDDR3-1866 МГц, TDP 95 Вт, кулер]","3 099 ₽","В магазинах: завтра c (12:00)","Процессор AMD FX-4300 BOX оснащен четырьмя вычислительными ядрами, обеспечивая высокую производительность при обработке требовательных ресурсов и работы в многозадачном режиме. Ядра функционируют с номинальной тактовой частотой на уровне значения 3.8 ГГц, которая способна повышаться благодаря разблокированному множителю и фирменной технологии разгона до значения 4 ГГц. Процессор AMD FX-4300 предусматривает совместное функционирование с оперативной памятью объемом не более 128 ГБ. Показатель тепловыделения на уровне 95 Вт позволяет устанавливать процессор в портативные компьютеры.","99,51%","399"
"Процессор Intel Core i5-11600K BOX [LGA 1200, 6 x 3.9 ГГц, L2 - 3 МБ, L3 - 12 МБ, 2хDDR4-3200 МГц, Intel UHD Graphics 750, TDP 125 Вт]","19 799 ₽","Товара нет в наличии","Процессор Intel Core i5-11600K BOX обладает высокой производительностью и эффективностью, благодаря чему отличается универсальностью и может использоваться для создания мощных игровых систем и рабочих станций. Процессор выполнен с применением архитектуры Rocket Lake-S и техпроцесса 14 нм, за счет чего отличается технологичностью. Помимо этого, благодаря особой конструкции и сокету LGA 1200 модуль отличается простой установкой.  Вычислительная мощность Intel Core i5-11600K обеспечивается за счет 6 ядер и 12 потоков, работающих в широком диапазоне частот. Для дополнительного увеличения производительности предусмотрена возможность их повышения за счет свободного множителя. Также модель обладает встроенной графикой и поддерживает до 128 ГБ временной памяти. За счет этого модель может обеспечить высокий уровень быстродействия для эффективного решения самых разных задач.  В процессе работы процессор выделяет до 125 Вт тепла. Его охлаждение может осуществляться как при помощи воздушных, так и жидкостных систем.","98,66%","576"
"Процессор Intel Celeron G5905 OEM [LGA 1200, 2 x 3.5 ГГц, L2 - 0.5 МБ, L3 - 4 МБ, 2хDDR4-2666 МГц, Intel UHD Graphics 610, TDP 58 Вт]","2 999 ₽","В магазинах: 19 февраля (ВС)","Процессор Intel Celeron G5905 OEM представляет собой решение начального уровня, которое станет отличным выбором для домашних и офисных компьютеров. Данная модель выполнена на основе архитектуры Comet Lake-S и использует техпроцесс 14 нм. Установка на материнские платы производится при помощи сокета LGA 1200.  Процессор Intel Celeron G5905 OEM использует в работе 2 ядра и 2 виртуальных потока. Рабочая частота фиксирована и составляет 3500 МГц. Встроенная графическая система представлена чипом Intel UHD Graphics 610, что позволит комфортно взаимодействовать как с офисными приложениями, так и с играми начального уровня. Максимальный объем оперативной памяти, поддерживаемый процессором, может достигать 128 ГБ типа DDR4. Встроенный контроллер PCI-E в данной модели соответствует версии 3.0.  Процессор Intel Celeron G5905 OEM имеет тепловыделение 58 Вт. Максимальная температура при нагрузке может достигать 100°C. Данная модель поставляется без вентилятора, что позволяет вам самостоятельно выбрать наиболее эффективную систему охлаждения.","99,33%","446"
"Процессор AMD Athlon 200GE OEM [AM4, 2 x 3.2 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт]","4 999 ₽","В магазинах: послезавтра","Процессор AMD Athlon 200GE OEM представляет собой производительное решение для домашней станции или рабочего ПК. Эта модель имеет два ядра с базовой тактовой частотой 3200 МГц и оснащается встроенным видеоядром Radeon Vega 3. ЦПУ с разъемом подключения AM4 совместим с большим количеством актуальных материнских плат. Он предполагает эксплуатацию с оперативной памятью DDR4, имеющей тактовую частоту в диапазоне 1600-2667 МГц.  Процессор AMD Athlon 200GE предлагается вам в комплектации OEM, которая предполагает поставку устройства без совместимой системы охлаждения. ЦПУ характеризуется наибольшим тепловыделением на уровне всего 35 Вт, поэтому для обеспечения стабильного отвода тепла ему не потребуется большая и сложная система охлаждения.","99,27%","560"
"Процессор AMD Ryzen 7 3700X BOX [AM4, 8 x 3.6 ГГц, L2 - 4 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 65 Вт, кулер]","16 999 ₽","Товара нет в наличии","8-ядерный процессор AMD Ryzen 7 3700X BOX – вычислительное устройство экстра-класса, рассчитанное на работу в составе игровой системы. Объем кеш-памяти третьего уровня – 32 МБ. Базовая частота процессора – 3600 МГц. Максимальная частота в режиме турбо – 4400 МГц.  Процессор AMD Ryzen 7 3700X BOX характеризуется невысоким тепловыделением: показатель TDP устройства равен 65 Вт. В комплектацию модели входит фирменный кулер. Встроенное графическое ядро отсутствует. Тип совместимой с процессором памяти – DDR4.","98,21%","746"
"Процессор Intel Core i9-10900K BOX [LGA 1200, 10 x 3.7 ГГц, L2 - 2.5 МБ, L3 - 20 МБ, 2хDDR4-2933 МГц, Intel UHD Graphics 630, TDP 125 Вт]","35 999 ₽","Товара нет в наличии","Процессор Intel Core i9-10900K BOX поддерживает архитектуру Comet Lake и создан для модернизации игровой системы. Процессор с поддержкой десятиядерной конфигурации использует сокет LGA 1200, выдерживая эксплуатацию при температуре 100 °C. Тепловыведение (TDP) соответствует 125 Вт. Процессор поддерживает технологии многопоточности, виртуализации, а также технологию энергосбережения Enhanced SpeedStep. Это позволяет создать энергоэффективную и производительную игровую систему.  Базовая частота составляет 3700 МГц. Благодаря технологии Turbo Boost 2.0 частота мгновенно повышается до показателя 5300 МГ при столкновении системы с ресурсоемкими программами. Intel Core i9-10900K BOX поддерживает кэш-память L2 в объеме 2.5 МБ и L3 − в объеме 20 МБ. Особенность процессора в интегрированной памяти DDR4-2933 МГц с пропускной способностью 46.9 Гбайт/с. Для стабильного отклика графики используется видеопроцессор Intel UHD Graphics 630.","97,60%","183"
"Процессор AMD Ryzen 7 3700X OEM [AM4, 8 x 3.6 ГГц, L2 - 4 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 65 Вт]","15 799 ₽","Товара нет в наличии","8-ядерный процессор AMD Ryzen 7 3700X OEM – выбор профессионалов. Модель способна обеспечить уровень производительности, который достаточен для эффективной работы с любыми программами и с любыми объемами данных. Одной из сфер применения процессора являются компьютеры, ориентированные на ресурсоемкие игры.  Процессор AMD Ryzen 7 3700X OEM характеризуется базовой частотой, равной 3600 МГц. Максимальная частота в турборежиме равна 4400 МГц. Устройство имеет свободный множитель. Объем кеш-памяти второго и третьего уровней равен 4 и 32 МБ соответственно.  Процессор не имеет интегрированного графического ядра. Учитывая невероятно высокий уровень производительности устройства, данная особенность неудивительна: в большинстве случаев процессор нуждается в «дуэте» с мощной видеокартой. Объем памяти, используемой совместно с процессором, может достигать 128 ГБ. Частота памяти может варьироваться в пределах от 1600 до 3200 МГц. Процессор поставляется в комплектации OEM. Это значит, что выбор системы охлаждения предоставлен производителем пользователю. TDP модели составляет 65 Вт.","98,87%","788"
"Процессор AMD Ryzen 5 5600X BOX [AM4, 6 x 3.7 ГГц, L2 - 3 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 65 Вт, кулер]","14 199 ₽","Товара нет в наличии","Процессор AMD Ryzen 5 5600X BOX – это мощное решение для игровых систем и рабочих станций. В основе модели используются высококачественные компоненты и передовые технологии, что в связке с большим числом физических ядер и виртуальных потоков может обеспечить непревзойденно высокую вычислительную мощность в любых сценариях использования компьютера.  Поддерживаемые AMD Ryzen 5 5600X частоты могут варьироваться от 3.7 до 4.6 ГГц. Благодаря этому, а также свободному множителю данная модель отличается высоким уровнем быстродействия и большим потенциалом для его дальнейшего развития.  Объем поддерживаемой временной памяти может достигать 128 ГБ. Также вычислительный модуль поддерживает работу с интерфейсом PCI-E 4 поколения, что открывает широкие возможности для создания бескомпромиссной компьютерной системы для работы и развлечений.  Помимо высокой производительности процессор также отличается малым тепловыделением, которое не превышает 65 Вт. Для охлаждения могут использоваться как воздушные, так и водяные системы. Установка на материнскую плату производится при помощи сокета AM4.","98,80%","3.5k"
"Процессор Intel Core i7-12700F OEM [LGA 1700, 8P x 2.1 ГГц, 4E x 1.6 ГГц, L2 - 12 МБ, L3 - 25 МБ, 2хDDR4, DDR5-4800 МГц, TDP 180 Вт]","25 499 ₽","Товара нет в наличии","Процессор Intel Core i7-12700F OEM рассчитан на использование в ходе сборки мощного игрового компьютера или высокопроизводительного ПК универсального назначения. Общее количество ядер устройства – 12. Количество производительных ядер – 8. Базовая частота CPU сравнительно невысока – 2.1 ГГц. Максимальная частота в турборежиме почти в 2.5 раза выше – 4.9 ГГц. Процессор обладает впечатляющим объемом кеш-памяти (12 и 25 МБ для кеша второго и третьего уровней соответственно). Совместимая оперативная память – DDR4 и DDR5. Максимально поддерживаемый объем ОЗУ составляет 128 ГБ. Процессор совместим с накопителями Intel Optane.  Процессор Intel Core i7-12700F OEM не имеет встроенного графического ядра. В процессе сборки системы вам потребуется установить видеокарту. OEM-комплектация процессора означает отсутствие каких-либо компонентов, в том числе – кулера. Выбор предпочтительной системы охлаждения зависит от показателя TDP устройства, составляющего 180 Вт. Максимально допустимая температура процессора составляет 100 °C.","99,06%","153"
"Процессор AMD Ryzen 5 3600X BOX [AM4, 6 x 3.8 ГГц, L2 - 3 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 95 Вт, кулер]","16 999 ₽","Товара нет в наличии","Шестиядерный процессор AMD Ryzen 5 3600X BOX способен обрабатывать до 12 потоков данных. Перед вами – высококлассное, обладающее высоким уровнем производительности вычислительное устройство, которое подходит для комплектации компьютеров серьезнейшего уровня. Процессор, в частности, будет полезен при сборке или модернизации игровой системы.  Процессор AMD Ryzen 5 3600X BOX имеет свободный множитель. Базовая частота устройства равна 3800 МГц. Максимальная частота в турборежиме – 4400 МГц. Объем кеш-памяти третьего уровня равен 32 МБ. Конструкция процессора «не нагружена» графическим ядром. Тип совместимой с моделью оперативной памяти – DDR4. Максимально допустимый объем памяти равен 128 ГБ. Минимальная частота памяти равна 1600 МГц. Максимальная частота вдвое выше – 3200 МГц.  Несмотря на значительный уровень эксплуатационных параметров, процессор отличается сравнительно невысоким уровнем TDP – 95 Вт. С таким тепловыделением с легкостью справляется комплектный кулер. Устройство, которое поставляется в комплектации BOX, упаковано в эффектную коробку.","98,19%","852"
